specimen_ID,digitizer,scale,x,y
,,,2808.5,2047.5
,,,2764.5,2141.5
,,,2702.5,2153.5
,,,2678.5,2137.5
,,,2636.5,1997.5
,,,2548.5,1867.5
,,,2576.5,1773.5
,,,2548.5,1643.5
,,,2184.5,1415.5
,,,2370.5,1765.5
,,,2304.5,1837.5
,,,2288.5,1863.5
,,,2494.5,2095.5
,,,2210.5,1879.5
,,,2104.5,1485.5
,,,2194.5,1905.5
DRA220815-021,HJ,180.62392,3346,2185
,,168.42803,2985.5,1756.5
,,177.40631,2983.5,1850.5
,,,3043.5,1946.5
,,,3117.5,2010.5
,,,3079.5,2124.5
,,,3017.5,2152.5
,,,2983.5,2130.5
,,,2929.5,1988.5
,,,2843.5,1884.5
,,,2853.5,1784.5
,,,2815.5,1666.5
,,,2425.5,1482.5
,,,2649.5,1822.5
,,,2585.5,1880.5
,,,2577.5,1912.5
,,,2797.5,2110.5
,,,2505.5,1924.5
,,,2349.5,1546.5
,,,2479.5,1946.5
DRA220815-023,HJ,178.54971,3094,2212
,,190.67249,2682.5,1794.5
,,180.27756,2688.5,1896.5
,,,2760.5,1989.5
,,,2823.5,2052.5
,,,2817.5,2163.5
,,,2766.5,2187.5
,,,2715.5,2157.5
,,,2661.5,2028.5
,,,2550.5,1923.5
,,,2547.5,1824.5
,,,2487.5,1701.5
,,,2127.5,1545.5
,,,2358.5,1851.5
,,,2301.5,1920.5
,,,2292.5,1950.5
,,,2538.5,2142.5
,,,2229.5,1977.5
,,,2058.5,1614.5
,,,2214.5,2004.5
DRA220815-024,HJ,177.40631,3236,2136
,,174.4133,2883.5,1687.5
,,165.43579,2879.5,1797.5
,,,2935.5,1901.5
,,,2999.5,1963.5
,,,2979.5,2059.5
,,,2909.5,2101.5
,,,2883.5,2085.5
,,,2829.5,1923.5
,,,2735.5,1805.5
,,,2751.5,1717.5
,,,2713.5,1589.5
,,,2339.5,1393.5
,,,2559.5,1727.5
,,,2497.5,1797.5
,,,2475.5,1835.5
,,,2701.5,2051.5
,,,2397.5,1869.5
,,,2261.5,1465.5
,,,2381.5,1897.5
CAP220712-010 ,LD,172,3316,1973
,,168,2895.5,1580.5
,,184,2907.5,1688.5
,,,2987.5,1780.5
,,,3059.5,1832.5
,,,3027.5,1936.5
,,,2971.5,2000.5
,,,2951.5,1988.5
,,,2867.5,1832.5
,,,2771.5,1716.5
,,,2763.5,1628.5
,,,2711.5,1492.5
,,,2311.5,1344.5
,,,2575.5,1656.5
,,,2543.5,1724.5
,,,2511.5,1760.5
,,,2755.5,1980.5
,,,2419.5,1796.5
,,,2235.5,1404.5
,,,2411.5,1844.5
DRA220717-001 ,LD,169.186,2316,354
,,181.1,1679.5,743.5
,,176.4,1835.5,767.5
,,,1973.5,701.5
,,,2063.5,635.5
,,,2213.5,677.5
,,,2267.5,779.5
,,,2213.5,815.5
,,,2009.5,845.5
,,,1847.5,953.5
,,,1697.5,941.5
,,,1547.5,965.5
,,,1277.5,1367.5
,,,1733.5,1181.5
,,,1799.5,1223.5
,,,1841.5,1301.5
,,,2141.5,1061.5
,,,1901.5,1409.5
,,,1319.5,1499.5
,,,1937.5,1463.5
DRA220815-024 ,LD,179.1,3060,708
,,169.1,2479.5,763.5
,,180.4,2571.5,819.5
,,,2679.5,815.5
,,,2779.5,811.5
,,,2855.5,907.5
,,,2847.5,963.5
,,,2807.5,967.5
,,,2655.5,927.5
,,,2503.5,943.5
,,,2407.5,879.5
,,,2303.5,867.5
,,,1935.5,1055.5
,,,2335.5,1043.5
,,,2359.5,1103.5
,,,2387.5,1171.5
,,,2691.5,1119.5
,,,2371.5,1251.5
,,,1951.5,1143.5
,,,2395.5,1315.5
DRA220815-019 ,LD,153.154,3348,600
,,172.7,2759.5,723.5
,,173.5,2851.5,771.5
,,,2959.5,767.5
,,,3047.5,735.5
,,,3151.5,803.5
,,,3163.5,875.5
,,,3119.5,903.5
,,,2955.5,871.5
,,,2787.5,903.5
,,,2715.5,867.5
,,,2579.5,843.5
,,,2239.5,1079.5
,,,2635.5,1023.5
,,,2663.5,1103.5
,,,2695.5,1139.5
,,,3023.5,1043.5
,,,2691.5,1199.5
,,,2227.5,1163.5
,,,2679.5,1263.5
DRA220815-023 ,LD,169.7,3288,960
,,185,2711.5,999.5
,,176.4,2779.5,1055.5
,,,2899.5,1067.5
,,,2995.5,1051.5
,,,3067.5,1139.5
,,,3071.5,1187.5
,,,3051.5,1203.5
,,,3015.5,1207.5
,,,2871.5,1163.5
,,,2715.5,1179.5
,,,2523.5,1083.5
,,,2171.5,1251.5
,,,2547.5,1275.5
,,,2571.5,1331.5
,,,2575.5,1387.5
,,,2867.5,1331.5
,,,2555.5,1451.5
,,,2167.5,1359.5
,,,2559.5,1499.5
DRA220815-021 ,LD,155.59,3456,740
,,160.8,2871.5,723.5
,,170.4,2943.5,803.5
,,,3047.5,811.5
,,,3139.5,807.5
,,,3219.5,899.5
,,,3199.5,975.5
,,,3151.5,979.5
,,,3023.5,927.5
,,,2875.5,923.5
,,,2807.5,871.5
,,,2691.5,815.5
,,,2299.5,975.5
,,,2699.5,1039.5
,,,2695.5,1107.5
,,,2719.5,1167.5
,,,3027.5,1127.5
,,,2703.5,1211.5
,,,2299.5,1091.5
,,,2683.5,1255.5
DRA220815-020 ,LD,172.6,3300,1032
,,172.7,2695.5,951.5
,,177.1,2775.5,1027.5
,,,2899.5,1051.5
,,,2991.5,1063.5
,,,3027.5,1155.5
,,,3011.5,1231.5
,,,2967.5,1231.5
,,,2831.5,1163.5
,,,2675.5,1139.5
,,,2611.5,1063.5
,,,2507.5,999.5
,,,2099.5,1123.5
,,,2491.5,1219.5
,,,2511.5,1271.5
,,,2495.5,1315.5
,,,2819.5,1331.5
,,,2475.5,1403.5
,,,2091.5,1231.5
,,,2475.5,1455.5
CAP220712-014 ,LD,167.1,3064,748
,,172,2619.5,819.5
,,172,2679.5,859.5
,,,2779.5,855.5
,,,2867.5,839.5
,,,2963.5,911.5
,,,2943.5,979.5
,,,2895.5,983.5
,,,2775.5,955.5
,,,2643.5,971.5
,,,2599.5,931.5
,,,2479.5,911.5
,,,2179.5,1083.5
,,,2515.5,1067.5
,,,2543.5,1123.5
,,,2575.5,1163.5
,,,2819.5,1107.5
,,,2563.5,1235.5
,,,2199.5,1171.5
,,,2567.5,1275.5
DRA220815-011 ,LD,170.1,3220,968
,,168.4,2627.5,911.5
,,177.1,2699.5,979.5
,,,2807.5,1011.5
,,,2927.5,1007.5
,,,2971.5,1099.5
,,,2959.5,1155.5
,,,2923.5,1155.5
,,,2771.5,1087.5
,,,2631.5,1091.5
,,,2571.5,1019.5
,,,2459.5,963.5
,,,2067.5,1099.5
,,,2467.5,1171.5
,,,2459.5,1243.5
,,,2491.5,1283.5
,,,2771.5,1279.5
,,,2455.5,1359.5
,,,2071.5,1199.5
,,,2471.5,1399.5
DRA220815-010 ,LD,173.2,3452,716
,,172.7,2863.5,731.5
,,180.1,2959.5,791.5
,,,3083.5,799.5
,,,3175.5,783.5
,,,3263.5,871.5
,,,3227.5,959.5
,,,3203.5,967.5
,,,3051.5,915.5
,,,2919.5,931.5
,,,2823.5,859.5
,,,2715.5,819.5
,,,2363.5,999.5
,,,2743.5,1015.5
,,,2755.5,1083.5
,,,2787.5,1135.5
,,,3079.5,1091.5
,,,2755.5,1211.5
,,,2363.5,1107.5
,,,2783.5,1251.5
DRA220815-012 ,LD,164.8,3224,1004
,,160.8,2671.5,831.5
,,156.5,2739.5,919.5
,,,2839.5,975.5
,,,2947.5,995.5
,,,2983.5,1091.5
,,,2955.5,1171.5
,,,2907.5,1143.5
,,,2783.5,1059.5
,,,2639.5,1015.5
,,,2583.5,935.5
,,,2503.5,867.5
,,,2083.5,895.5
,,,2459.5,1043.5
,,,2415.5,1119.5
,,,2435.5,1171.5
,,,2739.5,1219.5
,,,2407.5,1227.5
,,,2063.5,987.5
,,,2407.5,1279.5
DRA220815-013 ,LD,168.8,3288,1024
,,168.4,2719.5,895.5
,,172.2,2795.5,983.5
,,,2911.5,1031.5
,,,3011.5,1011.5
,,,3055.5,1131.5
,,,3039.5,1215.5
,,,2987.5,1211.5
,,,2843.5,1135.5
,,,2683.5,1103.5
,,,2643.5,1011.5
,,,2519.5,943.5
,,,2115.5,1039.5
,,,2491.5,1151.5
,,,2499.5,1239.5
,,,2523.5,1287.5
,,,2823.5,1319.5
,,,2459.5,1355.5
,,,2095.5,1139.5
,,,2487.5,1407.5
DRA220815-017 ,LD,164.1,3316,776
,,169.7,2751.5,807.5
,,170.3,2827.5,863.5
,,,2967.5,871.5
,,,3039.5,863.5
,,,3131.5,951.5
,,,3143.5,1031.5
,,,3091.5,1039.5
,,,2935.5,1007.5
,,,2775.5,1003.5
,,,2727.5,947.5
,,,2587.5,907.5
,,,2227.5,1103.5
,,,2623.5,1111.5
,,,2639.5,1199.5
,,,2659.5,1247.5
,,,2971.5,1183.5
,,,2643.5,1327.5
,,,2239.5,1215.5
,,,2679.5,1351.5
CAP220712-009 ,LD,168,3168,604
,,172,2679.5,743.5
,,197,2783.5,779.5
,,,2875.5,759.5
,,,2947.5,743.5
,,,3019.5,791.5
,,,3043.5,843.5
,,,3019.5,859.5
,,,2867.5,875.5
,,,2743.5,907.5
,,,2679.5,871.5
,,,2575.5,851.5
,,,2303.5,1107.5
,,,2623.5,1023.5
,,,2647.5,1071.5
,,,2675.5,1111.5
,,,2943.5,1003.5
,,,2687.5,1179.5
,,,2319.5,1171.5
,,,2703.5,1219.5
CAP220712-009,Oliver,180,3296,1880
,,188,2863.5,1615.5
,,184,2895.5,1711.5
,,,2963.5,1775.5
,,,3027.5,1803.5
,,,3051.5,1903.5
,,,3011.5,1943.5
,,,2983.5,1947.5
,,,2883.5,1831.5
,,,2779.5,1767.5
,,,2767.5,1687.5
,,,2699.5,1595.5
,,,2351.5,1547.5
,,,2615.5,1747.5
,,,2579.5,1823.5
,,,2587.5,1847.5
,,,2839.5,1971.5
,,,2527.5,1911.5
,,,2295.5,1619.5
,,,2543.5,1943.5
CAP220712-010,Oliver,188.043,3308,1988
,,192,2899.5,1575.5
,,192.167,2915.5,1683.5
,,,2979.5,1771.5
,,,3059.5,1831.5
,,,3043.5,1923.5
,,,2995.5,1991.5
,,,2963.5,1995.5
,,,2875.5,1831.5
,,,2763.5,1727.5
,,,2767.5,1627.5
,,,2711.5,1499.5
,,,2311.5,1355.5
,,,2575.5,1651.5
,,,2511.5,1715.5
,,,2507.5,1747.5
,,,2747.5,1975.5
,,,2419.5,1799.5
,,,2239.5,1411.5
,,,2419.5,1835.5
CAP220712-014,Oliver,176,3116,1912
,,180.178,2767.5,1615.5
,,180.044,2779.5,1699.5
,,,2839.5,1771.5
,,,2911.5,1819.5
,,,2907.5,1915.5
,,,2851.5,1947.5
,,,2823.5,1935.5
,,,2759.5,1819.5
,,,2663.5,1743.5
,,,2659.5,1659.5
,,,2607.5,1563.5
,,,2287.5,1447.5
,,,2499.5,1695.5
,,,2467.5,1763.5
,,,2471.5,1799.5
,,,2675.5,1947.5
,,,2399.5,1835.5
,,,2219.5,1523.5
,,,2403.5,1871.5
DRA220717-001,Oliver,176.726,3288,2292
,,169.186,2887.5,1691.5
,,180.71,2867.5,1831.5
,,,2927.5,1963.5
,,,2995.5,2047.5
,,,2935.5,2207.5
,,,2871.5,2239.5
,,,2831.5,2219.5
,,,2791.5,2035.5
,,,2675.5,1851.5
,,,2699.5,1719.5
,,,2655.5,1551.5
,,,2239.5,1287.5
,,,2443.5,1751.5
,,,2359.5,1815.5
,,,2339.5,1855.5
,,,2571.5,2151.5
,,,2227.5,1883.5
,,,2115.5,1347.5
,,,2203.5,1939.5
DRA220815-010,Oliver,181.108,3396,2168
,,176.726,3003.5,1747.5
,,168.76,3011.5,1859.5
,,,3079.5,1959.5
,,,3143.5,2007.5
,,,3107.5,2151.5
,,,3055.5,2151.5
,,,3027.5,2163.5
,,,2971.5,1991.5
,,,2875.5,1911.5
,,,2867.5,1783.5
,,,2819.5,1687.5
,,,2447.5,1551.5
,,,2695.5,1839.5
,,,2639.5,1903.5
,,,2627.5,1943.5
,,,2859.5,2139.5
,,,2559.5,1971.5
,,,2371.5,1603.5
,,,2551.5,2023.5
DRA220815-011,Oliver,172.418,3040,2156
,,181.108,2707.5,1683.5
,,181.593,2695.5,1779.5
,,,2743.5,1879.5
,,,2819.5,1963.5
,,,2791.5,2055.5
,,,2731.5,2083.5
,,,2699.5,2067.5
,,,2659.5,1919.5
,,,2559.5,1791.5
,,,2575.5,1707.5
,,,2543.5,1579.5
,,,2191.5,1391.5
,,,2391.5,1723.5
,,,2335.5,1775.5
,,,2327.5,1807.5
,,,2511.5,2011.5
,,,2239.5,1851.5
,,,2119.5,1443.5
,,,2243.5,1891.5
DRA220815-012,Oliver,160.449,3020,2204
,,168.428,2791.5,1671.5
,,168.76,2763.5,1775.5
,,,2783.5,1879.5
,,,2843.5,1971.5
,,,2787.5,2055.5
,,,2723.5,2075.5
,,,2703.5,2051.5
,,,2687.5,1891.5
,,,2627.5,1751.5
,,,2655.5,1675.5
,,,2655.5,1555.5
,,,2351.5,1263.5
,,,2491.5,1623.5
,,,2403.5,1667.5
,,,2383.5,1695.5
,,,2539.5,1963.5
,,,2295.5,1719.5
,,,2271.5,1291.5
,,,2271.5,1735.5
DRA220815-013,Oliver,177.133,3060,2252
,,189.061,2767.5,1743.5
,,188.68,2755.5,1847.5
,,,2787.5,1955.5
,,,2851.5,2043.5
,,,2807.5,2155.5
,,,2727.5,2175.5
,,,2707.5,2151.5
,,,2659.5,1971.5
,,,2599.5,1855.5
,,,2627.5,1755.5
,,,2595.5,1619.5
,,,2259.5,1379.5
,,,2423.5,1735.5
,,,2351.5,1795.5
,,,2331.5,1847.5
,,,2511.5,2083.5
,,,2259.5,1855.5
,,,2179.5,1419.5
,,,2239.5,1903.5
DRA220815-017,Oliver,182.165,3268,2116
,,184.391,2847.5,1723.5
,,173.159,2867.5,1807.5
,,,2939.5,1919.5
,,,2995.5,1971.5
,,,3003.5,2095.5
,,,2951.5,2139.5
,,,2899.5,2115.5
,,,2835.5,1963.5
,,,2735.5,1863.5
,,,2731.5,1783.5
,,,2675.5,1655.5
,,,2287.5,1515.5
,,,2535.5,1807.5
,,,2487.5,1875.5
,,,2475.5,1919.5
,,,2719.5,2111.5
,,,2403.5,1967.5
,,,2207.5,1591.5
,,,2387.5,1999.5
DRA220815-019,Oliver,184.694,3400,2028
,,189.061,2931.5,1647.5
,,181.108,2955.5,1759.5
,,,3039.5,1847.5
,,,3119.5,1891.5
,,,3135.5,2007.5
,,,3071.5,2071.5
,,,3015.5,2039.5
,,,2923.5,1895.5
,,,2807.5,1799.5
,,,2795.5,1715.5
,,,2719.5,1595.5
,,,2315.5,1499.5
,,,2623.5,1755.5
,,,2575.5,1827.5
,,,2571.5,1875.5
,,,2847.5,2047.5
,,,2503.5,1923.5
,,,2247.5,1547.5
,,,2487.5,1959.5
DRA220815-020,Oliver,184.694,3044,2244
,,185.084,2715.5,1751.5
,,188.383,2707.5,1863.5
,,,2759.5,1967.5
,,,2807.5,2047.5
,,,2767.5,2131.5
,,,2707.5,2151.5
,,,2683.5,2131.5
,,,2635.5,2003.5
,,,2543.5,1883.5
,,,2575.5,1775.5
,,,2551.5,1643.5
,,,2191.5,1431.5
,,,2367.5,1775.5
,,,2311.5,1831.5
,,,2291.5,1871.5
,,,2483.5,2091.5
,,,2215.5,1887.5
,,,2115.5,1487.5
,,,2199.5,1927.5
DRA220815-021,Oliver,180.71,3372,2192
,,180.4,2995.5,1747.5
,,173.159,2987.5,1855.5
,,,3047.5,1947.5
,,,3115.5,2015.5
,,,3071.5,2135.5
,,,3027.5,2151.5
,,,2991.5,2135.5
,,,2931.5,1983.5
,,,2843.5,1891.5
,,,2851.5,1787.5
,,,2811.5,1659.5
,,,2419.5,1471.5
,,,2647.5,1823.5
,,,2583.5,1879.5
,,,2575.5,1919.5
,,,2791.5,2107.5
,,,2523.5,1927.5
,,,2351.5,1547.5
,,,2499.5,1963.5
DRA220815-023,Oliver,180.4,3084,2208
,,189.061,2679.5,1791.5
,,192.666,2695.5,1903.5
,,,2755.5,1995.5
,,,2823.5,2047.5
,,,2823.5,2163.5
,,,2771.5,2191.5
,,,2723.5,2163.5
,,,2647.5,2019.5
,,,2539.5,1919.5
,,,2551.5,1831.5
,,,2499.5,1703.5
,,,2123.5,1551.5
,,,2363.5,1855.5
,,,2303.5,1907.5
,,,2295.5,1951.5
,,,2535.5,2127.5
,,,2231.5,1975.5
,,,2059.5,1631.5
,,,2231.5,2023.5
CAP220712-024,Oliver,173.159,3240,2152
,,184.391,2895.5,1687.5
,,176.726,2879.5,1799.5
,,,2935.5,1903.5
,,,2999.5,1955.5
,,,2983.5,2051.5
,,,2923.5,2107.5
,,,2895.5,2091.5
,,,2831.5,1915.5
,,,2731.5,1803.5
,,,2751.5,1719.5
,,,2711.5,1587.5
,,,2343.5,1383.5
,,,2555.5,1731.5
,,,2491.5,1799.5
,,,2483.5,1831.5
,,,2695.5,2047.5
,,,2395.5,1859.5
,,,2259.5,1455.5
,,,2387.5,1907.5
CAP220712-009,RPS,184.003,3274,1877
,,178,2866.167,1631.167
,,176,2898.167,1707.167
,,,2963.5,1773.833
,,,3035.5,1809.833
,,,3048.833,1892.5
,,,3016.833,1937.833
,,,2988.833,1940.5
,,,2881.5,1831.5
,,,2777.5,1759.5
,,,2765.5,1686.5
,,,2700.5,1599.5
,,,2339.5,1549.5
,,,2612.5,1751.5
,,,2581.5,1826.5
,,,2580.5,1850.5
,,,2822.5,1971.5
,,,2524.5,1905.5
,,,2295.5,1617.5
,,,2528.5,1934.5
CAP220712-010,RPS,184,3314,1983
,,182.025,2897.5,1580.5
,,191.042,2913.5,1684.5
,,,2976.167,1779.167
,,,3057.5,1843.167
,,,3029.5,1967.167
,,,2981.5,2003.167
,,,2952.167,1989.833
,,,2868.167,1835.167
,,,2766.833,1715.167
,,,2766.5,1631.167
,,,2705.167,1505.833
,,,2301.167,1346.167
,,,2573.167,1650.167
,,,2509.167,1722.167
,,,2503.833,1754.167
,,,2750.5,1976.833
,,,2415.833,1791.5
,,,2234.5,1408.833
,,,2409.167,1842.167
CAP220712-014,RPS,191,3107,1909
,,181.003,2763.5,1617.5
,,192.01,2776.5,1697.5
,,,2835.5,1769.5
,,,2902.5,1813.5
,,,2897.5,1922.5
,,,2852.5,1946.5
,,,2826.5,1937.5
,,,2751.5,1823.5
,,,2658.5,1735.5
,,,2654.5,1662.5
,,,2601.5,1563.5
,,,2271.5,1449.5
,,,2501.5,1701.5
,,,2468.5,1773.5
,,,2465.5,1801.5
,,,2663.5,1950.5
,,,2402.5,1841.5
,,,2217.5,1520.5
,,,2396.5,1878.5
DRA220717-001,RPS,184.391,3282,2301
,,174.562,2878.167,1692.5
,,180.4,2866.167,1835.167
,,,2926.167,1968.5
,,,2991.5,2041.833
,,,2926.167,2216.5
,,,2862.167,2243.167
,,,2831.5,2207.167
,,,2776.833,2012.5
,,,2675.5,1844.5
,,,2699.5,1716.5
,,,2658.167,1544.5
,,,2230.167,1274.833
,,,2440.833,1745.167
,,,2355.5,1822.5
,,,2339.5,1865.167
,,,2574.167,2145.833
,,,2215.833,1881.5
,,,2111.833,1344.167
,,,2191.833,1933.5
DRA220815-010,RPS,184.878,3396,2164
,,181.893,3001.5,1755.833
,,170.575,3006.833,1858.5
,,,3077.5,1951.833
,,,3149.5,2015.833
,,,3105.5,2150.5
,,,3069.5,2159.833
,,,3025.5,2149.167
,,,2960.167,1991.833
,,,2877.5,1903.833
,,,2876.167,1789.167
,,,2817.5,1683.833
,,,2450.833,1536.167
,,,2692.167,1838.833
,,,2640.167,1910.833
,,,2628.167,1948.167
,,,2852.167,2145.5
,,,2546.833,1986.833
,,,2379.5,1606.167
,,,2551.5,2026.167
DRA220815-011,RPS,186.687,3050,2158
,,186.687,2696.5,1673.833
,,191.05,2693.833,1773.833
,,,2749.833,1880.5
,,,2819.167,1964.5
,,,2788.5,2052.5
,,,2727.167,2080.5
,,,2700.5,2057.833
,,,2645.833,1911.167
,,,2563.167,1787.167
,,,2573.833,1704.5
,,,2540.5,1581.833
,,,2184.5,1377.833
,,,2392.5,1724.5
,,,2331.167,1779.167
,,,2328.5,1813.833
,,,2517.833,2019.833
,,,2239.167,1846.833
,,,2112.5,1445.5
,,,2233.833,1891.167
DRA220815-012,RPS,184.532,3016,2183
,,186.387,2783.833,1667.167
,,174.413,2761.167,1773.833
,,,2789.167,1875.167
,,,2842.5,1972.5
,,,2787.833,2060.5
,,,2719.833,2072.5
,,,2697.167,2043.167
,,,2690.5,1885.833
,,,2629.167,1749.833
,,,2659.833,1660.5
,,,2654.5,1548.5
,,,2353.167,1250.167
,,,2481.167,1631.5
,,,2402.5,1671.5
,,,2386.5,1695.5
,,,2529.167,1959.5
,,,2297.167,1715.5
,,,2269.167,1301.167
,,,2271.833,1746.5
DRA220815-013,RPS,179.547,3050,2246
,,175.034,2758.167,1745.833
,,173.649,2747.5,1855.167
,,,2790.167,1959.167
,,,2854.167,2047.167
,,,2800.833,2153.833
,,,2722.167,2181.833
,,,2704.833,2143.167
,,,2648.833,1969.833
,,,2596.833,1851.167
,,,2624.833,1756.5
,,,2598.167,1615.167
,,,2268.833,1364.833
,,,2420.833,1738.167
,,,2354.167,1802.167
,,,2334.167,1840.833
,,,2508.833,2083.167
,,,2251.5,1847.167
,,,2172.833,1417.833
,,,2232.833,1895.167
DRA220815-017,RPS,177.553,3253,2105
,,182.538,2848.5,1725.167
,,173.833,2867.167,1815.833
,,,2940.5,1919.833
,,,3004.5,1959.833
,,,2997.833,2094.5
,,,2945.833,2141.167
,,,2901.833,2114.5
,,,2825.833,1967.833
,,,2727.167,1857.167
,,,2729.833,1781.167
,,,2679.167,1653.167
,,,2288.5,1506.167
,,,2539.167,1811.5
,,,2487.167,1884.833
,,,2476.5,1923.5
,,,2719.167,2115.5
,,,2397.833,1975.5
,,,2212.5,1590.167
,,,2391.167,2016.833
DRA220815-019,RPS,184.532,3404,2024
,,180.469,2925.5,1645.167
,,189.518,2952.167,1754.5
,,,3036.167,1845.167
,,,3113.5,1891.833
,,,3121.5,2007.833
,,,3073.5,2063.833
,,,3026.833,2043.833
,,,2929.5,1893.167
,,,2805.5,1795.833
,,,2792.167,1710.5
,,,2717.5,1599.833
,,,2309.5,1484.5
,,,2621.5,1753.833
,,,2574.833,1825.833
,,,2570.833,1869.833
,,,2844.167,2064.5
,,,2497.5,1927.167
,,,2244.167,1547.5
,,,2489.5,1962.167
DRA220815-020,RPS,189.594,3037,2251
,,179.547,2710.5,1757.833
,,186.526,2703.833,1860.5
,,,2755.833,1973.833
,,,2810.5,2044.5
,,,2766.5,2135.167
,,,2705.167,2159.167
,,,2681.167,2139.167
,,,2646.5,1992.5
,,,2553.167,1869.833
,,,2575.833,1771.167
,,,2550.5,1639.167
,,,2190.5,1412.5
,,,2371.833,1765.833
,,,2306.5,1837.833
,,,2287.833,1865.833
,,,2489.167,2096.5
,,,2205.167,1883.167
,,,2101.167,1485.833
,,,2195.833,1920.5
DRA220815-021,RPS,177.722,3350,2187
,,188.521,2992.5,1743.167
,,181.466,2989.833,1849.833
,,,3047.167,1947.167
,,,3116.5,2008.5
,,,3080.5,2128.5
,,,3019.167,2149.833
,,,2984.5,2132.5
,,,2933.833,1991.167
,,,2845.833,1883.167
,,,2853.833,1781.833
,,,2815.167,1661.833
,,,2423.167,1479.5
,,,2648.5,1822.833
,,,2584.5,1882.833
,,,2577.833,1912.167
,,,2799.167,2110.833
,,,2497.833,1934.833
,,,2344.5,1548.5
,,,2485.833,1960.833
DRA220815-023,RPS,180.544,3096,2210
,,178.55,2684.167,1786.833
,,188.86,2694.833,1900.167
,,,2761.5,1990.833
,,,2829.5,2048.167
,,,2820.167,2162.833
,,,2765.5,2196.167
,,,2714.833,2158.833
,,,2657.5,2026.833
,,,2552.167,1920.167
,,,2548.167,1826.833
,,,2497.5,1705.5
,,,2129.5,1545.5
,,,2356.167,1853.5
,,,2302.833,1921.5
,,,2294.833,1950.833
,,,2524.167,2140.167
,,,2225.5,1977.5
,,,2054.833,1613.5
,,,2220.167,2013.5
DRA220815-024,RPS,176.726,3258,2139
,,179.338,2887.167,1688.167
,,180.544,2881.833,1794.833
,,,2939.167,1901.5
,,,2996.5,1962.833
,,,2963.167,2076.167
,,,2909.833,2105.5
,,,2885.833,2086.833
,,,2824.5,1914.833
,,,2736.5,1802.833
,,,2749.833,1713.5
,,,2713.833,1586.167
,,,2340.5,1386.5
,,,2555.167,1729.167
,,,2491.167,1801.167
,,,2487.167,1834.5
,,,2681.833,2035.833
,,,2392.5,1869.167
,,,2263.167,1459.833
,,,2381.833,1913.167
CAP220712-009,KD,179.01,429,1846
,,180,857.5,1578.5
,,167,825.83,1664.83
,,,753.83,1732.83
,,,668.5,1772.83
,,,663.17,1860.83
,,,704.5,1907.5
,,,733.83,1895.5
,,,817.83,1790.17
,,,933.83,1720.83
,,,952.5,1647.5
,,,1023.17,1554.17
,,,1370.5,1502.17
,,,1101.17,1710.17
,,,1138.5,1792.17
,,,1133.17,1809.5
,,,889.83,1927.5
,,,1184.5,1862.5
,,,1419.5,1570.83
,,,1182.5,1907.5
CAP220712-010,KD,182.01,218,1839
,,186,720.83,1464.17
,,179,699.5,1552.17
,,,624.83,1642.83
,,,547.5,1698.83
,,,571.5,1853.5
,,,604.83,1874.83
,,,638.17,1861.5
,,,722.17,1704.17
,,,839.17,1595.17
,,,845.83,1497.83
,,,913.83,1392.5
,,,1320.5,1274.5
,,,1042.5,1542.5
,,,1104.5,1618.5
,,,1102.5,1651.5
,,,848.5,1847.5
,,,1178.5,1700.83
,,,1393.17,1321.5
,,,1179.83,1758.17
CAP220712-014,KD,184.01,530,1711
,,182,921.5,1486.5
,,184,893.5,1559.83
,,,822.83,1614.5
,,,748.17,1649.17
,,,746.83,1763.83
,,,778.83,1793.17
,,,816.17,1785.17
,,,893.5,1689.17
,,,1002.83,1617.17
,,,1018.83,1546.5
,,,1093.5,1450.5
,,,1427.5,1423.17
,,,1170.17,1601.83
,,,1194.17,1671.17
,,,1194.17,1708.5
,,,972.83,1816.5
,,,1244.83,1763.83
,,,1484.83,1474.5
,,,1240.83,1803.83
DRA220717-001,KD,178.91,368,2304
,,171.75,759.5,1703.5
,,171.94,773.5,1831.5
,,,705.5,1969.5
,,,637.5,2053.5
,,,693.5,2203.5
,,,773.5,2251.5
,,,815.5,2213.5
,,,859.5,2009.5
,,,961.5,1845.5
,,,933.5,1697.5
,,,967.5,1549.5
,,,1383.5,1295.5
,,,1181.5,1725.5
,,,1275.5,1803.5
,,,1299.5,1845.5
,,,1071.5,2127.5
,,,1411.5,1873.5
,,,1495.5,1317.5
,,,1429.5,1943.5
DRA220815-010,KD,173.4,608,2087
,,170.95,1014.83,1702.5
,,181.87,1004.17,1783.83
,,,936.17,1871.83
,,,849.5,1943.83
,,,874.83,2062.5
,,,921.5,2081.17
,,,948.17,2065.17
,,,1016.17,1910.5
,,,1126.83,1813.17
,,,1134.83,1719.83
,,,1201.5,1619.83
,,,1557.83,1487.17
,,,1308.5,1752.5
,,,1360.5,1828.5
,,,1365.83,1861.83
,,,1141.5,2052.5
,,,1430.83,1903.17
,,,1621.5,1529.83
,,,1436.17,1959.17
DRA220815-011,KD,181.34,349,1895
,,180.35,774.17,1504.5
,,170.99,762.17,1581.83
,,,687.5,1671.17
,,,608.83,1735.17
,,,630.17,1855.17
,,,683.5,1883.17
,,,711.5,1868.5
,,,782.17,1729.83
,,,888.83,1631.17
,,,902.17,1525.83
,,,955.5,1415.17
,,,1324.83,1299.83
,,,1071.5,1582.5
,,,1123.5,1653.17
