specimen_ID,digitizer,scale,x,y
,,139.058,1353.5,677.167
,,140.129,1245.5,675.833
,,138.293,1080.167,645.167
,,,1038.833,683.833
JG170712-022,TSB,139.129,1142,1140
,,137.295,1277.5,1251.5
,,143.283,1263.5,1271.5
,,136.235,1139.5,1263.5
,,137.233,971.5,1231.5
,,,925.5,1275.5
JG170712-028,TSB,140.129,1265,622
,,143.283,1406.5,728.833
,,140.357,1391.833,751.5
,,137.525,1274.5,751.5
,,139.607,1109.167,723.5
,,,1059.833,762.167
JG170712-049,TSB,135.004,1257,470
,,138.004,1409.167,575.5
,,139,1391.833,596.833
,,138,1266.5,598.167
,,140,1093.167,571.5
,,,1046.5,618.167
JL190619-006,TSB,140.032,1215,501
,,142.004,1394.5,626.5
,,140.032,1374.5,650.5
,,144.087,1210.5,662.5
,,140.057,996.5,642.5
,,,950.5,708.5
AOI190709-001,WH,140.004,1072,483
,,143.003,1187.5,584.5
,,139,1167.5,600.5
,,,1069.5,595.5
,,,921.5,562.5
,,,871.5,595.5
FJ170709-063,WH,142.004,1334,594
,,142,1456.5,693.5
,,140,1438.5,712.5
,,,1342.5,708.5
,,,1178.5,673.5
,,,1137.5,711.5
FJ170712-011,WH,140.014,1140.167,549.833
,,140.004,1276.167,626.5
,,142,1259.5,648.5
,,,1156.167,663.167
,,,985.833,659.833
,,,948.5,701.167
FJ190711-001,WH,139.004,1196,498
,,142,1411.5,625.5
,,141.004,1391.5,659.5
,,,1223.5,685.5
,,,995.5,681.5
,,,955.5,763.5
FJ190827-007,WH,141.004,1577,908
,,141,1727.5,1044.833
,,141.001,1708.833,1066.167
,,,1560.833,1047.5
,,,1370.167,999.5
,,,1315.5,1051.5
FJ190827-009,WH,206,1773,323
,,202,1970.5,484.5
,,203,1952.5,512.5
,,,1772.5,504.5
,,,1502.5,450.5
,,,1418.5,518.5
FJ190827-017,WH,141.014,1707.833,592.167
,,139.004,1866.5,672.167
,,141,1861.167,693.5
,,,1739.833,710.833
,,,1543.833,713.5
,,,1517.167,760.167
JG170708-021,WH,141,1248,555
,,139,1368.5,654.5
,,141,1351.5,674.5
,,,1242.5,674.5
,,,1080.5,642.5
,,,1038.5,680.5
JG170712-022,WH,141,1225,647
,,141,1357.167,740.167
,,141,1342.5,761.5
,,,1230.5,766.833
,,,1058.5,749.5
,,,1021.167,792.167
JG170712-028,WH,140,1268,622
,,142,1406.167,724.167
,,140,1390.167,748.167
,,,1270.167,750.833
,,,1108.833,721.5
,,,1064.833,761.5
JG170712-049,WH,140,1261,472
,,141,1407.5,573.5
,,140,1389.5,595.5
,,,1266.5,597.5
,,,1094.5,572.5
,,,1049.5,619.5
JL190619-006,WH,142,1213,500
,,143.003,1392.5,619.5
,,141,1375.167,648.833
,,,1211.167,659.5
,,,995.167,636.833
,,,947.167,702.167
AOI190709-001,DRA,134,1074,1461
,,138.05796,1188,1354
,,140,1168,1339
,,,1071,1344
,,,922,1376
,,,870,1343
FJ170709-063,DRA,137.0146,1257,1352
,,140.01428,1135,1244
,,140.01428,1147,1226
,,,1245,1234
,,,1412,1267
,,,1456,1231
FJ170712-011,DRA,136.02614,1452,1399
,,140.02539,1314.66663,1315
,,140.05713,1330.66663,1291
,,,1433.33337,1280.33331
,,,1605.33337,1283
,,,1642.66663,1239
FJ190711-001,DRA,136.05881,1394,1441
,,144.05554,1180,1317
,,136,1188,1281
,,,1368,1257
,,,1594,1259
,,,1636,1177
FJ190827-007,DRA,142.66667,1036,1551.33334
,,140.00635,880,1435.33334
,,141.33962,888,1415.33331
,,139.0036,1038.66663,1418
,,141.33687,1229.33337,1443.33334
,,140.02539,1277.33337,1386
FJ190827-009,DRA,201.08953,819,1631
,,204.19843,618,1457
,,204.19843,630,1427
,,,816,1436
,,,1089,1490
,,,1164,1424
FJ190827-017,DRA,136,880.33331,1350.33331
,,146.69091,723,1267.66669
,,138.66667,729.66669,1249
,,,852.33331,1231.66669
,,,1047,1227.66669
,,,1075,1179.66669
JG170708-021,DRA,136.01471,1348.33337,1394.66669
,,141.35259,1219,1286.66669
,,137.35922,1235,1266.66669
,,,1347,1268
,,,1512.33337,1298.66669
,,,1553.66663,1258.66669
JG170712-022,DRA,137.35922,1370.33337,1298.66669
,,141.35849,1230.33337,1197.33331
,,138.69231,1246.33337,1177.33331
,,,1361,1172
,,,1531.66663,1192
,,,1567.66663,1146.66669
JG170712-028,DRA,136.05881,1324,1323.66669
,,141.38993,1182.66663,1215.66669
,,138.69231,1196,1193
,,,1317.33337,1195.66669
,,,1482.66663,1222.33331
,,,1533.33337,1181
JG170712-049,DRA,140.05713,1334.33337,1473.66666
,,138.67308,1182.33337,1367
,,140.02539,1195.66663,1347
,,,1322.33337,1341.66669
,,,1501,1371
,,,1541,1320.33331
JL190619-006,DRA,142.66667,1376.33337,1441.33334
,,138.69231,1197.66663,1321.33331
,,136.00654,1215,1290.66669
,,,1379,1282.66669
,,,1596.33337,1304
,,,1643,1237.33331
